                       	strtok	oldstrtok
Length   63/21, alignment  3/ 9, fail:	569.656	1138.52
Length   63/21, alignment  3/15, found:	570.469	1139.31
Length   63/21, alignment  3/15, fail:	561.531	1146.66
Length   63/21, alignment  9/ 0, found:	561.531	1319.98
Length   63/21, alignment  9/ 0, fail:	572.094	1133.62
Length   63/21, alignment  9/ 3, found:	561.531	1133.62
Length   63/21, alignment  9/ 3, fail:	562.328	1148.28
Length   63/21, alignment  9/ 9, found:	561.531	1147.45
Length   63/21, alignment  9/ 9, fail:	561.531	1133.62
Length   63/21, alignment  9/15, found:	570.484	1132.81
Length   63/21, alignment  9/15, fail:	561.516	1141.77
Length   63/21, alignment 15/ 0, found:	560.719	1140.95
Length   63/21, alignment 15/ 0, fail:	561.516	1134.44
Length   63/21, alignment 15/ 3, found:	568.844	1133.62
Length   63/21, alignment 15/ 3, fail:	562.344	1141.77
Length   63/21, alignment 15/ 9, found:	560.703	1141.77
Length   63/21, alignment 15/ 9, fail:	561.531	1142.58
Length   63/21, alignment 15/15, found:	570.484	1132.81
Length   63/21, alignment 15/15, fail:	568.844	1132.81
Length   84/21, alignment  0/ 0, found:	607.906	1187.34
Length   84/21, alignment  0/ 0, fail:	607.094	1188.95
Length   84/21, alignment  0/ 3, found:	616.047	1184.89
Length   84/21, alignment  0/ 3, fail:	607.094	1192.22
Length   84/21, alignment  0/ 9, found:	607.109	1193.86
Length   84/21, alignment  0/ 9, fail:	607.906	1193.86
Length   84/21, alignment  0/15, found:	616.859	1184.08
Length   84/21, alignment  0/15, fail:	608.719	1192.22
Length   84/21, alignment  3/ 0, found:	608.719	1192.23
Length   84/21, alignment  3/ 0, fail:	607.094	1184.08
Length   84/21, alignment  3/ 3, found:	616.047	1183.28
Length   84/21, alignment  3/ 3, fail:	607.906	1193.03
Length   84/21, alignment  3/ 9, found:	608.734	1184.09
Length   84/21, alignment  3/ 9, fail:	616.859	1185.7
Length   84/21, alignment  3/15, found:	607.906	1191.41
Length   84/21, alignment  3/15, fail:	606.281	1193.05
Length   84/21, alignment  9/ 0, found:	616.859	1185.72
Length   84/21, alignment  9/ 0, fail:	615.234	1193.03
Length   84/21, alignment  9/ 3, found:	607.906	1195.47
Length   84/21, alignment  9/ 3, fail:	607.906	1188.95
Length   84/21, alignment  9/ 9, found:	616.047	1180.02
Length   84/21, alignment  9/ 9, fail:	607.922	1187.34
Length   84/21, alignment  9/15, found:	607.906	1188.14
Length   84/21, alignment  9/15, fail:	607.906	1185.7
Length   84/21, alignment 15/ 0, found:	626.625	1184.08
Length   84/21, alignment 15/ 0, fail:	608.734	1193.84
Length   84/21, alignment 15/ 3, found:	607.109	1193.84
Length   84/21, alignment 15/ 3, fail:	615.234	1184.89
Length   84/21, alignment 15/ 9, found:	607.109	1193.84
Length   84/21, alignment 15/ 9, fail:	607.906	1192.22
Length   84/21, alignment 15/15, found:	607.094	1194.66
Length   84/21, alignment 15/15, fail:	617.672	1185.7
Length  105/21, alignment  0/ 0, found:	654.297	1236.16
Length  105/21, alignment  0/ 0, fail:	654.297	1232.91
Length  105/21, alignment  0/ 3, found:	662.438	1225.58
Length  105/21, alignment  0/ 3, fail:	652.672	1233.73
Length  105/21, alignment  0/ 9, found:	654.297	1233.72
Length  105/21, alignment  0/ 9, fail:	664.062	1225.58
Length  105/21, alignment  0/15, found:	653.484	1233.72
Length  105/21, alignment  0/15, fail:	653.484	1232.91
Length  105/21, alignment  3/ 0, found:	671.391	1233.72
Length  105/21, alignment  3/ 0, fail:	662.438	1242.67
Length  105/21, alignment  3/ 3, found:	662.438	1243.48
Length  105/21, alignment  3/ 3, fail:	672.203	1235.36
Length  105/21, alignment  3/ 9, found:	662.438	1241.86
Length  105/21, alignment  3/ 9, fail:	663.25	1242.69
Length  105/21, alignment  3/15, found:	670.578	1233.72
Length  105/21, alignment  3/15, fail:	837.391	1244.31
Length  105/21, alignment  9/ 0, found:	653.484	1233.73
Length  105/21, alignment  9/ 0, fail:	664.062	1224.78
Length  105/21, alignment  9/ 3, found:	652.656	1232.91
Length  105/21, alignment  9/ 3, fail:	654.297	1233.72
Length  105/21, alignment  9/ 9, found:	661.609	1230.47
Length  105/21, alignment  9/ 9, fail:	653.484	1239.42
Length  105/21, alignment  9/15, found:	654.297	1237.8
Length  105/21, alignment  9/15, fail:	661.625	1230.47
Length  105/21, alignment 15/ 0, found:	662.438	1248.38
Length  105/21, alignment 15/ 0, fail:	662.438	1246.75
Length  105/21, alignment 15/ 3, found:	669.766	1239.42
Length  105/21, alignment 15/ 3, fail:	662.438	1247.56
Length  105/21, alignment 15/ 9, found:	662.422	1247.55
Length  105/21, alignment 15/ 9, fail:	672.203	1239.42
Length  105/21, alignment 15/15, found:	663.25	1249.19
Length  105/21, alignment 15/15, fail:	662.422	1249.19
Length  126/21, alignment  0/ 0, found:	708.828	1276.86
Length  126/21, alignment  0/ 0, fail:	699.062	1284.17
Length  126/21, alignment  0/ 3, found:	699.062	1284.17
Length  126/21, alignment  0/ 3, fail:	708.812	1284.17
Length  126/21, alignment  0/ 9, found:	699.875	1285
Length  126/21, alignment  0/ 9, fail:	708.812	1277.67
Length  126/21, alignment  0/15, found:	699.047	1285
Length  126/21, alignment  0/15, fail:	699.859	1285
Length  126/21, alignment  3/ 0, found:	728.359	1280.11
Length  126/21, alignment  3/ 0, fail:	708.016	1293.95
Length  126/21, alignment  3/ 3, found:	708	1286.61
Length  126/21, alignment  3/ 3, fail:	716.969	1288.25
Length  126/21, alignment  3/ 9, found:	708.828	1289.06
Length  126/21, alignment  3/ 9, fail:	716.141	1285
Length  126/21, alignment  3/15, found:	708.016	1294.77
Length  126/21, alignment  3/15, fail:	708	1293.95
Length  126/21, alignment  9/ 0, found:	708.016	1276.86
Length  126/21, alignment  9/ 0, fail:	699.875	1284.19
Length  126/21, alignment  9/ 3, found:	699.047	1277.66
Length  126/21, alignment  9/ 3, fail:	708	1283.38
Length  126/21, alignment  9/ 9, found:	699.875	1285.81
Length  126/21, alignment  9/ 9, fail:	706.375	1275.22
Length  126/21, alignment  9/15, found:	699.859	1284.19
Length  126/21, alignment  9/15, fail:	700.688	1285
Length  126/21, alignment 15/ 0, found:	716.156	1293.12
Length  126/21, alignment 15/ 0, fail:	708.812	1293.12
Length  126/21, alignment 15/ 3, found:	716.953	1285
Length  126/21, alignment 15/ 3, fail:	708.812	1292.31
Length  126/21, alignment 15/ 9, found:	709.641	1294.75
Length  126/21, alignment 15/ 9, fail:	716.141	1284.98
Length  126/21, alignment 15/15, found:	708	1293.14
Length  126/21, alignment 15/15, fail:	708.016	1286.61
Length  147/21, alignment  0/ 0, found:	753.578	1329.75
Length  147/21, alignment  0/ 0, fail:	746.266	1330.56
Length  147/21, alignment  0/ 3, found:	752.766	1320.8
Length  147/21, alignment  0/ 3, fail:	744.641	1331.38
Length  147/21, alignment  0/ 9, found:	753.594	1323.23
Length  147/21, alignment  0/ 9, fail:	744.641	1331.38
Length  147/21, alignment  0/15, found:	744.625	1323.23
Length  147/21, alignment  0/15, fail:	751.953	1329.75
Length  147/21, alignment  3/ 0, found:	753.578	1339.52
Length  147/21, alignment  3/ 0, fail:	939.938	1340.33
Length  147/21, alignment  3/ 3, found:	755.203	1340.33
Length  147/21, alignment  3/ 3, fail:	764.984	1331.38
Length  147/21, alignment  3/ 9, found:	754.391	1338.7
Length  147/21, alignment  3/ 9, fail:	763.344	1331.38
Length  147/21, alignment  3/15, found:	754.391	1340.33
Length  147/21, alignment  3/15, fail:	754.391	1332.19
Length  147/21, alignment  9/ 0, found:	763.344	1340.33
Length  147/21, alignment  9/ 0, fail:	754.391	1341.14
Length  147/21, alignment  9/ 3, found:	762.531	1339.52
Length  147/21, alignment  9/ 3, fail:	754.391	1340.34
Length  147/21, alignment  9/ 9, found:	761.719	1332.2
Length  147/21, alignment  9/ 9, fail:	753.594	1352.55
Length  147/21, alignment  9/15, found:	753.594	1330.58
Length  147/21, alignment  9/15, fail:	754.391	1338.7
Length  147/21, alignment 15/ 0, found:	754.391	1338.7
Length  147/21, alignment 15/ 0, fail:	764.172	1338.7
Length  147/21, alignment 15/ 3, found:	753.578	1337.89
Length  147/21, alignment 15/ 3, fail:	761.719	1331.38
Length  147/21, alignment 15/ 9, found:	753.578	1341.14
Length  147/21, alignment 15/ 9, fail:	762.531	1331.38
Length  147/21, alignment 15/15, found:	756.016	1339.52
Length  147/21, alignment 15/15, fail:	754.391	1340.34
Length  168/21, alignment  0/ 0, found:	808.906	1385.09
Length  168/21, alignment  0/ 0, fail:	800.781	1387.53
Length  168/21, alignment  0/ 3, found:	808.922	1385.91
Length  168/21, alignment  0/ 3, fail:	799.969	1385.91
Length  168/21, alignment  0/ 9, found:	809.734	1384.28
Length  168/21, alignment  0/ 9, fail:	800.781	1385.91
Length  168/21, alignment  0/15, found:	809.734	1387.53
Length  168/21, alignment  0/15, fail:	800.781	1384.28
Length  168/21, alignment  3/ 0, found:	808.922	1377.77
Length  168/21, alignment  3/ 0, fail:	800.781	1385.91
Length  168/21, alignment  3/ 3, found:	808.906	1376.95
Length  168/21, alignment  3/ 3, fail:	800.781	1385.91
Length  168/21, alignment  3/ 9, found:	809.734	1376.95
Length  168/21, alignment  3/ 9, fail:	800.781	1385.09
Length  168/21, alignment  3/15, found:	808.922	1376.14
Length  168/21, alignment  3/15, fail:	800.781	1385.09
Length  168/21, alignment  9/ 0, found:	800.781	1377.77
Length  168/21, alignment  9/ 0, fail:	800.781	1385.91
Length  168/21, alignment  9/ 3, found:	800.781	1376.95
Length  168/21, alignment  9/ 3, fail:	801.594	1385.09
Length  168/21, alignment  9/ 9, found:	799.156	1377.77
Length  168/21, alignment  9/ 9, fail:	807.281	1385.09
Length  168/21, alignment  9/15, found:	800.781	1384.28
Length  168/21, alignment  9/15, fail:	810.547	1386.72
Length  168/21, alignment 15/ 0, found:	799.969	1386.72
Length  168/21, alignment 15/ 0, fail:	807.297	1384.27
Length  168/21, alignment 15/ 3, found:	800.781	1384.27
Length  168/21, alignment 15/ 3, fail:	809.734	1385.09
Length  168/21, alignment 15/ 9, found:	799.969	1387.53
Length  168/21, alignment 15/ 9, fail:	807.297	1385.89
Length  168/21, alignment 15/15, found:	800.781	1385.91
Length  168/21, alignment 15/15, fail:	808.906	1376.95
Length  189/21, alignment  0/ 0, found:	847.969	1427.41
Length  189/21, alignment  0/ 0, fail:	866.703	1426.59
Length  189/21, alignment  0/ 3, found:	847.156	1417.64
Length  189/21, alignment  0/ 3, fail:	845.531	1426.59
Length  189/21, alignment  0/ 9, found:	855.312	1416.02
Length  189/21, alignment  0/ 9, fail:	846.344	1426.59
Length  189/21, alignment  0/15, found:	856.922	1416.02
Length  189/21, alignment  0/15, fail:	845.547	1429.84
Length  189/21, alignment  3/ 0, found:	864.266	1432.28
Length  189/21, alignment  3/ 0, fail:	855.297	1440.44
Length  189/21, alignment  3/ 3, found:	863.453	1440.42
Length  189/21, alignment  3/ 3, fail:	855.312	1439.62
Length  189/21, alignment  3/ 9, found:	865.078	1440.42
Length  189/21, alignment  3/ 9, fail:	855.312	1440.44
Length  189/21, alignment  3/15, found:	864.266	1440.42
Length  189/21, alignment  3/15, fail:	856.125	1432.3
Length  189/21, alignment  9/ 0, found:	855.312	1431.47
Length  189/21, alignment  9/ 0, fail:	846.359	1424.16
Length  189/21, alignment  9/ 3, found:	845.547	1431.48
Length  189/21, alignment  9/ 3, fail:	854.484	1422.53
Length  189/21, alignment  9/ 9, found:	845.531	1431.48
Length  189/21, alignment  9/ 9, fail:	852.859	1422.53
Length  189/21, alignment  9/15, found:	846.359	1431.47
Length  189/21, alignment  9/15, fail:	853.688	1430.66
Length  189/21, alignment 15/ 0, found:	855.312	1438.8
Length  189/21, alignment 15/ 0, fail:	862.641	1439.61
Length  189/21, alignment 15/ 3, found:	855.312	1439.61
Length  189/21, alignment 15/ 3, fail:	863.453	1442.05
Length  189/21, alignment 15/ 9, found:	856.125	1440.44
Length  189/21, alignment 15/ 9, fail:	864.266	1442.05
Length  189/21, alignment 15/15, found:	855.312	1431.47
Length  189/21, alignment 15/15, fail:	855.297	1440.44
Length  210/21, alignment  0/ 0, found:	899.25	1469.72
Length  210/21, alignment  0/ 0, fail:	891.922	1477.88
Length  210/21, alignment  0/ 3, found:	900.062	1477.86
Length  210/21, alignment  0/ 3, fail:	891.109	1476.23
Length  210/21, alignment  0/ 9, found:	900.062	1475.42
Length  210/21, alignment  0/ 9, fail:	891.938	1468.11
Length  210/21, alignment  0/15, found:	891.938	1476.23
Length  210/21, alignment  0/15, fail:	900.062	1468.91
Length  210/21, alignment  3/ 0, found:	900.875	1486.81
Length  210/21, alignment  3/ 0, fail:	909.828	1486.83
Length  210/21, alignment  3/ 3, found:	900.891	1499.03
Length  210/21, alignment  3/ 3, fail:	910.641	1481.12
Length  210/21, alignment  3/ 9, found:	900.875	1472.98
Length  210/21, alignment  3/ 9, fail:	900.875	1481.11
Length  210/21, alignment  3/15, found:	909.844	1480.31
Length  210/21, alignment  3/15, fail:	901.703	1481.12
Length  210/21, alignment  9/ 0, found:	901.688	1470.53
Length  210/21, alignment  9/ 0, fail:	893.562	1472.98
Length  210/21, alignment  9/ 3, found:	901.688	1471.36
Length  210/21, alignment  9/ 3, fail:	900.078	1469.72
Length  210/21, alignment  9/ 9, found:	892.734	1472.97
Length  210/21, alignment  9/ 9, fail:	902.5	1477.05
Length  210/21, alignment  9/15, found:	893.562	1468.92
Length  210/21, alignment  9/15, fail:	892.75	1477.88
Length  210/21, alignment 15/ 0, found:	909.828	1477.86
Length  210/21, alignment 15/ 0, fail:	900.062	1486.02
Length  210/21, alignment 15/ 3, found:	909.828	1486.83
Length  210/21, alignment 15/ 3, fail:	900.891	1481.12
Length  210/21, alignment 15/ 9, found:	908.203	1485.19
Length  210/21, alignment 15/ 9, fail:	901.703	1471.36
Length  210/21, alignment 15/15, found:	902.5	1480.31
Length  210/21, alignment 15/15, fail:	909.828	1479.5
Length  231/21, alignment  0/ 0, found:	938.312	1516.12
Length  231/21, alignment  0/ 0, fail:	945.641	1518.56
Length  231/21, alignment  0/ 3, found:	937.5	1507.97
Length  231/21, alignment  0/ 3, fail:	937.5	1517.75
Length  231/21, alignment  0/ 9, found:	948.078	1517.73
Length  231/21, alignment  0/ 9, fail:	937.5	1517.73
Length  231/21, alignment  0/15, found:	946.453	1517.73
Length  231/21, alignment  0/15, fail:	946.453	1509.61
Length  231/21, alignment  3/ 0, found:	946.453	1525.06
Length  231/21, alignment  3/ 0, fail:	956.219	1527.52
Length  231/21, alignment  3/ 3, found:	947.266	1518.55
Length  231/21, alignment  3/ 3, fail:	948.078	1526.69
Length  231/21, alignment  3/ 9, found:	956.219	1525.88
Length  231/21, alignment  3/ 9, fail:	947.266	1523.44
Length  231/21, alignment  3/15, found:	947.266	1531.58
Length  231/21, alignment  3/15, fail:	955.406	1531.58
Length  231/21, alignment  9/ 0, found:	946.453	1530.77
Length  231/21, alignment  9/ 0, fail:	954.594	1531.58
Length  231/21, alignment  9/ 3, found:	968.438	1523.44
Length  231/21, alignment  9/ 3, fail:	947.266	1531.58
Length  231/21, alignment  9/ 9, found:	955.406	1529.95
Length  231/21, alignment  9/ 9, fail:	954.594	1524.25
Length  231/21, alignment  9/15, found:	946.453	1531.58
Length  231/21, alignment  9/15, fail:	954.594	1533.2
Length  231/21, alignment 15/ 0, found:	946.453	1523.44
Length  231/21, alignment 15/ 0, fail:	946.453	1533.2
Length  231/21, alignment 15/ 3, found:	954.594	1531.58
Length  231/21, alignment 15/ 3, fail:	946.453	1531.58
Length  231/21, alignment 15/ 9, found:	956.219	1532.39
Length  231/21, alignment 15/ 9, fail:	955.391	1523.44
Length  231/21, alignment 15/15, found:	947.266	1532.39
Length  231/21, alignment 15/15, fail:	954.594	1530.77
Length  252/21, alignment  0/ 0, found:	992.844	1569.83
Length  252/21, alignment  0/ 0, fail:	992.031	1577.16
Length  252/21, alignment  0/ 3, found:	1000.98	1577.16
Length  252/21, alignment  0/ 3, fail:	1000.98	1569
Length  252/21, alignment  0/ 9, found:	992.844	1751.3
Length  252/21, alignment  0/ 9, fail:	993.641	1573.08
Length  252/21, alignment  0/15, found:	1003.42	1573.08
Length  252/21, alignment  0/15, fail:	992.844	1573.09
Length  252/21, alignment  3/ 0, found:	993.656	1571.45
Length  252/21, alignment  3/ 0, fail:	1000.16	1573.08
Length  252/21, alignment  3/ 3, found:	993.641	1563.31
Length  252/21, alignment  3/ 3, fail:	992.844	1571.44
Length  252/21, alignment  3/ 9, found:	1000.16	1572.27
Length  252/21, alignment  3/ 9, fail:	992.844	1564.94
Length  252/21, alignment  3/15, found:	992.828	1571.45
Length  252/21, alignment  3/15, fail:	1000.17	1573.08
Length  252/21, alignment  9/ 0, found:	992.828	1564.12
Length  252/21, alignment  9/ 0, fail:	993.656	1572.27
Length  252/21, alignment  9/ 3, found:	1001.8	1573.09
Length  252/21, alignment  9/ 3, fail:	1000.16	1564.94
Length  252/21, alignment  9/ 9, found:	992.016	1573.08
Length  252/21, alignment  9/ 9, fail:	1000.17	1572.27
Length  252/21, alignment  9/15, found:	1000.97	1564.12
Length  252/21, alignment  9/15, fail:	992.016	1577.16
Length  252/21, alignment 15/ 0, found:	1000.16	1589.36
Length  252/21, alignment 15/ 0, fail:	1003.42	1573.08
Length  252/21, alignment 15/ 3, found:	992.844	1572.27
Length  252/21, alignment 15/ 3, fail:	999.344	1572.27
Length  252/21, alignment 15/ 9, found:	1001.8	1571.45
Length  252/21, alignment 15/ 9, fail:	992.828	1573.08
Length  252/21, alignment 15/15, found:	1002.61	1573.08
Length  252/21, alignment 15/15, fail:	1000.98	1573.09
Length  273/21, alignment  0/ 0, found:	1037.59	1619.47
Length  273/21, alignment  0/ 0, fail:	1038.41	1617.83
Length  273/21, alignment  0/ 3, found:	1046.55	1618.66
Length  273/21, alignment  0/ 3, fail:	1046.55	1617.83
Length  273/21, alignment  0/ 9, found:	1037.61	1619.47
Length  273/21, alignment  0/ 9, fail:	1047.36	1622.73
Length  273/21, alignment  0/15, found:	1045.73	1623.53
Length  273/21, alignment  0/15, fail:	1038.41	1614.58
Length  273/21, alignment  3/ 0, found:	1048.19	1633.3
Length  273/21, alignment  3/ 0, fail:	1055.5	1631.67
Length  273/21, alignment  3/ 3, found:	1057.12	1631.67
Length  273/21, alignment  3/ 3, fail:	1048.17	1625.16
Length  273/21, alignment  3/ 9, found:	1048.17	1631.67
Length  273/21, alignment  3/ 9, fail:	1054.69	1630.05
Length  273/21, alignment  3/15, found:	1055.52	1633.3
Length  273/21, alignment  3/15, fail:	1047.36	1631.67
Length  273/21, alignment  9/ 0, found:	1037.59	1624.34
Length  273/21, alignment  9/ 0, fail:	1046.56	1622.73
Length  273/21, alignment  9/ 3, found:	1047.38	1624.36
Length  273/21, alignment  9/ 3, fail:	1037.59	1791.17
Length  273/21, alignment  9/ 9, found:	1038.42	1619.47
Length  273/21, alignment  9/ 9, fail:	1049.81	1619.47
Length  273/21, alignment  9/15, found:	1046.56	1617.84
Length  273/21, alignment  9/15, fail:	1038.41	1609.7
Length  273/21, alignment 15/ 0, found:	1049	1626.8
Length  273/21, alignment 15/ 0, fail:	1055.5	1628.42
Length  273/21, alignment 15/ 3, found:	1056.33	1625.98
Length  273/21, alignment 15/ 3, fail:	1047.36	1626.78
Length  273/21, alignment 15/ 9, found:	1047.38	1626.78
