                       	strstr	simple_strstr	stupid_strstr
Length   96/16, alignment  0/ 9, fail:	1172.69	1192.22	1229.66
Length   96/16, alignment  0/15, found:	797.531	804.047	1004.23
Length   96/16, alignment  0/15, fail:	1170.23	1205.25	1215.81
Length   96/16, alignment  3/ 0, found:	792.641	786.125	1011.55
Length   96/16, alignment  3/ 0, fail:	1253.25	1277.67	1222.33
Length   96/16, alignment  3/ 3, found:	781.25	805.672	994.469
Length   96/16, alignment  3/ 3, fail:	1254.06	1304.53	1215.81
Length   96/16, alignment  3/ 9, found:	781.25	793.453	997.719
Length   96/16, alignment  3/ 9, fail:	1245.12	1275.23	1221.52
Length   96/16, alignment  3/15, found:	781.25	808.094	994.469
Length   96/16, alignment  3/15, fail:	1246.75	1290.69	1216.62
Length   96/16, alignment  9/ 0, found:	800.781	792.656	1019.69
Length   96/16, alignment  9/ 0, fail:	1258.95	1276.05	1219.89
Length   96/16, alignment  9/ 3, found:	795.094	806.469	1003.42
Length   96/16, alignment  9/ 3, fail:	1258.14	1300.45	1216.64
Length   96/16, alignment  9/ 9, found:	790.203	799.969	1000.97
Length   96/16, alignment  9/ 9, fail:	1261.39	1283.36	1232.09
Length   96/16, alignment  9/15, found:	790.203	814.609	993.641
Length   96/16, alignment  9/15, fail:	1254.89	1301.27	1219.08
Length   96/16, alignment 15/ 0, found:	784.5	795.891	998.547
Length   96/16, alignment 15/ 0, fail:	1239.42	1274.42	1223.95
Length   96/16, alignment 15/ 3, found:	793.469	801.594	1000.97
Length   96/16, alignment 15/ 3, fail:	1253.25	1282.55	1205.25
Length   96/16, alignment 15/ 9, found:	795.078	787.766	998.531
Length   96/16, alignment 15/ 9, fail:	1246.73	1267.09	1203.61
Length   96/16, alignment 15/15, found:	790.203	801.594	968.422
Length   96/16, alignment 15/15, fail:	1251.62	1289.06	1170.25
Length  112/16, alignment  0/ 0, found:	812.172	822.75	1148.28
Length  112/16, alignment  0/ 0, fail:	1464.03	1331.38	1427.41
Length  112/16, alignment  0/ 3, found:	833.344	829.266	1152.34
Length  112/16, alignment  0/ 3, fail:	1285	1335.45	1411.14
Length  112/16, alignment  0/ 9, found:	811.359	814.609	1145.02
Length  112/16, alignment  0/ 9, fail:	1284.19	1329.77	1424.97
Length  112/16, alignment  0/15, found:	811.359	837.406	1149.08
Length  112/16, alignment  0/15, fail:	1285	1335.44	1414.38
Length  112/16, alignment  3/ 0, found:	813.797	806.469	1150.72
Length  112/16, alignment  3/ 0, fail:	1389.98	1425.78	1420.08
Length  112/16, alignment  3/ 3, found:	804.844	830.078	1140.95
Length  112/16, alignment  3/ 3, fail:	1378.58	1422.52	1412.77
Length  112/16, alignment  3/ 9, found:	812.984	808.922	1136.88
Length  112/16, alignment  3/ 9, fail:	1389.16	1416.83	1415.2
Length  112/16, alignment  3/15, found:	806.469	830.078	1136.88
Length  112/16, alignment  3/15, fail:	1388.34	1420.89	1401.38
Length  112/16, alignment  9/ 0, found:	821.938	816.25	1143.39
Length  112/16, alignment  9/ 0, fail:	1399.73	1423.34	1426.59
Length  112/16, alignment  9/ 3, found:	812.984	837.406	1145.02
Length  112/16, alignment  9/ 3, fail:	1392.42	1430.66	1416.83
Length  112/16, alignment  9/ 9, found:	820.312	815.438	1142.58
Length  112/16, alignment  9/ 9, fail:	1390.78	1421.7	1424.97
Length  112/16, alignment  9/15, found:	813	839.844	1142.58
Length  112/16, alignment  9/15, fail:	1391.61	1429.86	1406.25
Length  112/16, alignment 15/ 0, found:	815.438	808.109	1137.7
Length  112/16, alignment 15/ 0, fail:	1385.09	1412.75	1420.09
Length  112/16, alignment 15/ 3, found:	806.469	822.766	1134.44
Length  112/16, alignment 15/ 3, fail:	1385.91	1418.45	1404.62
Length  112/16, alignment 15/ 9, found:	813.797	807.281	1132.81
Length  112/16, alignment 15/ 9, fail:	1382.66	1411.95	1413.58
Length  112/16, alignment 15/15, found:	805.672	832.516	1112.47
Length  112/16, alignment 15/15, fail:	1385.09	1416.83	1371.27
Length  128/16, alignment  0/ 0, found:	834.953	829.266	1294.77
Length  128/16, alignment  0/ 0, fail:	1391.59	1433.11	1625.98
Length  128/16, alignment  0/ 3, found:	835.781	843.906	1289.88
Length  128/16, alignment  0/ 3, fail:	1393.23	1446.95	1609.69
Length  128/16, alignment  0/ 9, found:	825.203	839.031	1474.61
Length  128/16, alignment  0/ 9, fail:	1396.48	1442.86	1632.48
Length  128/16, alignment  0/15, found:	826	851.234	1285
Length  128/16, alignment  0/15, fail:	1385.09	1438.8	1612.14
Length  128/16, alignment  3/ 0, found:	827.641	825.188	1282.56
Length  128/16, alignment  3/ 0, fail:	1539.72	1553.55	1621.09
Length  128/16, alignment  3/ 3, found:	828.453	838.219	1284.19
Length  128/16, alignment  3/ 3, fail:	1519.38	1565.77	1614.58
Length  128/16, alignment  3/ 9, found:	826.828	821.938	1293.95
Length  128/16, alignment  3/ 9, fail:	1539.72	1553.55	1613.78
Length  128/16, alignment  3/15, found:	819.5	836.594	1285.81
Length  128/16, alignment  3/15, fail:	1539.7	1565.75	1607.27
Length  128/16, alignment  9/ 0, found:	828.438	839.031	1300.45
Length  128/16, alignment  9/ 0, fail:	1553.55	1560.06	1625.97
Length  128/16, alignment  9/ 3, found:	828.453	852.062	1292.31
Length  128/16, alignment  9/ 3, fail:	1529.95	1574.72	1613.77
Length  128/16, alignment  9/ 9, found:	827.641	839.031	1286.62
Length  128/16, alignment  9/ 9, fail:	1539.72	1551.11	1611.33
Length  128/16, alignment  9/15, found:	827.641	856.109	1281.73
Length  128/16, alignment  9/15, fail:	1520.17	1571.45	1609.7
Length  128/16, alignment 15/ 0, found:	830.078	826.016	1284.17
Length  128/16, alignment 15/ 0, fail:	1515.3	1546.22	1610.52
Length  128/16, alignment 15/ 3, found:	830.891	839.031	1283.36
Length  128/16, alignment 15/ 3, fail:	1538.09	1560.88	1604
Length  128/16, alignment 15/ 9, found:	823.578	826.016	1288.25
Length  128/16, alignment 15/ 9, fail:	1516.94	1550.3	1609.7
Length  128/16, alignment 15/15, found:	823.562	848.781	1254.89
Length  128/16, alignment 15/15, fail:	1515.3	1562.5	1565.77
Length  144/16, alignment  0/ 0, found:	843.094	855.312	1446.12
Length  144/16, alignment  0/ 0, fail:	1508.8	1545.41	1801.77
Length  144/16, alignment  0/ 3, found:	841.469	867.516	1437.98
Length  144/16, alignment  0/ 3, fail:	1507.16	1557.61	1800.14
Length  144/16, alignment  0/ 9, found:	841.469	852.859	1442.88
Length  144/16, alignment  0/ 9, fail:	1507.16	1732.59	1806.64
Length  144/16, alignment  0/15, found:	843.094	869.141	1435.55
Length  144/16, alignment  0/15, fail:	1507.97	1565.75	1800.12
Length  144/16, alignment  3/ 0, found:	834.156	847.984	1433.92
Length  144/16, alignment  3/ 0, fail:	1657.72	1691.08	1802.58
Length  144/16, alignment  3/ 3, found:	843.094	852.047	1426.59
Length  144/16, alignment  3/ 3, fail:	1653.66	1704.92	1793.62
Length  144/16, alignment  3/ 9, found:	841.469	837.406	1436.36
Length  144/16, alignment  3/ 9, fail:	1657.72	1691.08	1799.33
Length  144/16, alignment  3/15, found:	843.094	853.672	1418.45
Length  144/16, alignment  3/15, fail:	1652.84	1704.11	1779.78
Length  144/16, alignment  9/ 0, found:	843.094	853.688	1429.84
Length  144/16, alignment  9/ 0, fail:	1662.61	1688.64	1805.83
Length  144/16, alignment  9/ 3, found:	841.469	870.766	1428.23
Length  144/16, alignment  9/ 3, fail:	1664.22	1712.23	1797.69
Length  144/16, alignment  9/ 9, found:	840.656	853.672	1440.42
Length  144/16, alignment  9/ 9, fail:	1662.59	1698.41	1802.58
Length  144/16, alignment  9/15, found:	850.422	860.188	1426.59
Length  144/16, alignment  9/15, fail:	1663.42	1710.61	1788.73
Length  144/16, alignment 15/ 0, found:	846.359	840.656	1433.09
Length  144/16, alignment 15/ 0, fail:	1662.59	1686.19	1788.73
Length  144/16, alignment 15/ 3, found:	846.359	856.125	1418.47
Length  144/16, alignment 15/ 3, fail:	1641.44	1698.41	1794.44
Length  144/16, alignment 15/ 9, found:	838.219	849.609	1423.33
Length  144/16, alignment 15/ 9, fail:	1651.2	1685.39	1787.92
Length  144/16, alignment 15/15, found:	837.406	862.625	1395.67
Length  144/16, alignment 15/15, fail:	1650.39	1699.22	1777.34
Length  160/16, alignment  0/ 0, found:	856.922	869.141	1587.72
Length  160/16, alignment  0/ 0, fail:	1620.28	1675.62	2006.02
Length  160/16, alignment  0/ 3, found:	865.062	874.844	1576.34
Length  160/16, alignment  0/ 3, fail:	1618.66	1689.45	1999.52
Length  160/16, alignment  0/ 9, found:	855.312	872.391	1585.28
Length  160/16, alignment  0/ 9, fail:	1618.66	1680.5	2004.39
Length  160/16, alignment  0/15, found:	865.078	874.031	1575.52
Length  160/16, alignment  0/15, fail:	1617.83	1689.45	1995.44
Length  160/16, alignment  3/ 0, found:	857.734	854.484	1580.41
Length  160/16, alignment  3/ 0, fail:	1777.34	1825.36	2000.31
Length  160/16, alignment  3/ 3, found:	850.422	874.844	1561.69
Length  160/16, alignment  3/ 3, fail:	1783.84	1841.62	1991.38
Length  160/16, alignment  3/ 9, found:	856.922	854.5	1572.27
Length  160/16, alignment  3/ 9, fail:	1776.53	1817.22	1999.52
Length  160/16, alignment  3/15, found:	850.422	876.469	1568.2
Length  160/16, alignment  3/15, fail:	1782.23	1840.81	1986.5
Length  160/16, alignment  9/ 0, found:	865.891	860.188	1579.59
Length  160/16, alignment  9/ 0, fail:	1792	1826.17	2006.83
Length  160/16, alignment  9/ 3, found:	859.375	875.656	1568.19
Length  160/16, alignment  9/ 3, fail:	1799.31	1848.14	1997.08
Length  160/16, alignment  9/ 9, found:	867.5	860.188	1575.53
Length  160/16, alignment  9/ 9, fail:	1798.5	1832.69	2001.14
Length  160/16, alignment  9/15, found:	857.75	874.844	1570.64
Length  160/16, alignment  9/15, fail:	1798.52	1847.33	1991.38
Length  160/16, alignment 15/ 0, found:	860.188	856.938	1561.69
Length  160/16, alignment 15/ 0, fail:	1781.42	1821.3	1995.45
Length  160/16, alignment 15/ 3, found:	853.672	869.141	1560.88
Length  160/16, alignment 15/ 3, fail:	1781.41	1834.31	1988.94
Length  160/16, alignment 15/ 9, found:	860.188	855.297	1563.31
Length  160/16, alignment 15/ 9, fail:	1781.41	1821.28	1991.38
Length  160/16, alignment 15/15, found:	852.859	876.469	1538.89
Length  160/16, alignment 15/15, fail:	1782.22	1835.12	1953.12
Length  176/16, alignment  0/ 0, found:	879.719	875.656	1722
Length  176/16, alignment  0/ 0, fail:	1728.52	1964.53	2200.53
Length  176/16, alignment  0/ 3, found:	882.156	889.484	1724.44
Length  176/16, alignment  0/ 3, fail:	1728.52	1801.77	2198.89
Length  176/16, alignment  0/ 9, found:	872.391	882.969	1717.92
Length  176/16, alignment  0/ 9, fail:	1728.52	1789.55	2189.94
Length  176/16, alignment  0/15, found:	879.719	888.672	1704.91
Length  176/16, alignment  0/15, fail:	1727.7	1803.39	2194.02
Length  176/16, alignment  3/ 0, found:	874.828	867.516	1721.19
Length  176/16, alignment  3/ 0, fail:	1918.12	1961.25	2191.58
Length  176/16, alignment  3/ 3, found:	864.266	891.125	1713.86
Length  176/16, alignment  3/ 3, fail:	1917.33	1974.28	2177.73
Length  176/16, alignment  3/ 9, found:	864.266	877.281	1710.61
Length  176/16, alignment  3/ 9, fail:	1917.31	1960.44	2193.19
Length  176/16, alignment  3/15, found:	865.062	889.5	1711.42
Length  176/16, alignment  3/15, fail:	1916.5	1975.11	2175.3
Length  176/16, alignment  9/ 0, found:	882.172	875.656	1722
Length  176/16, alignment  9/ 0, fail:	1927.09	1969.41	2194.83
Length  176/16, alignment  9/ 3, found:	880.531	890.297	1721.19
Length  176/16, alignment  9/ 3, fail:	1926.27	1982.42	2189.95
Length  176/16, alignment  9/ 9, found:	873.219	877.281	1719.56
Length  176/16, alignment  9/ 9, fail:	1925.45	1967.78	2202.14
Length  176/16, alignment  9/15, found:	871.594	899.25	1713.05
Length  176/16, alignment  9/15, fail:	1927.08	1984.05	2180.17
Length  176/16, alignment 15/ 0, found:	867.516	879.719	1716.31
Length  176/16, alignment 15/ 0, fail:	1913.25	1956.38	2181.8
Length  176/16, alignment 15/ 3, found:	876.469	883.781	1697.59
Length  176/16, alignment 15/ 3, fail:	1912.42	1974.28	2172.84
Length  176/16, alignment 15/ 9, found:	874.844	870.766	1707.36
Length  176/16, alignment 15/ 9, fail:	2089.84	1960.45	2190.75
Length  176/16, alignment 15/15, found:	880.531	885.422	1676.42
Length  176/16, alignment 15/15, fail:	1911.61	1971.02	2149.25
Length  192/16, alignment  0/ 0, found:	886.234	888.672	1870.11
Length  192/16, alignment  0/ 0, fail:	1840	1897.8	2403.16
Length  192/16, alignment  0/ 3, found:	888.672	912.281	1857.11
Length  192/16, alignment  0/ 3, fail:	1836.75	1909.98	2395.84
Length  192/16, alignment  0/ 9, found:	887.047	896.812	1864.41
Length  192/16, alignment  0/ 9, fail:	1852.22	1897.78	2395.83
Length  192/16, alignment  0/15, found:	887.859	913.906	1851.39
Length  192/16, alignment  0/15, fail:	1836.75	1911.62	2376.31
Length  192/16, alignment  3/ 0, found:	878.906	890.297	1861.17
Length  192/16, alignment  3/ 0, fail:	2047.53	2096.36	2387.7
Length  192/16, alignment  3/ 3, found:	880.531	904.141	1842.44
Length  192/16, alignment  3/ 3, fail:	2046.7	2110.19	2378.73
Length  192/16, alignment  3/ 9, found:	879.719	882.969	1844.08
Length  192/16, alignment  3/ 9, fail:	2046.72	2102.05	2386.89
Length  192/16, alignment  3/15, found:	890.297	896	1851.41
Length  192/16, alignment  3/15, fail:	2067.86	2108.56	2373.86
Length  192/16, alignment  9/ 0, found:	900.062	890.297	1863.61
Length  192/16, alignment  9/ 0, fail:	2061.36	2104.5	2389.33
Length  192/16, alignment  9/ 3, found:	896.812	904.938	1857.09
Length  192/16, alignment  9/ 3, fail:	2071.94	2120.78	2381.17
Length  192/16, alignment  9/ 9, found:	888.672	899.25	1856.28
Length  192/16, alignment  9/ 9, fail:	2071.12	2103.69	2395.02
Length  192/16, alignment  9/15, found:	887.859	913.094	1852.2
Length  192/16, alignment  9/15, fail:	2062.98	2306.31	2377.11
Length  192/16, alignment 15/ 0, found:	892.734	887.859	1853.03
Length  192/16, alignment 15/ 0, fail:	2045.08	2093.09	2381.17
Length  192/16, alignment 15/ 3, found:	891.109	899.25	1844.89
Length  192/16, alignment 15/ 3, fail:	2058.92	2106.12	2370.61
Length  192/16, alignment 15/ 9, found:	891.922	884.609	1848.14
Length  192/16, alignment 15/ 9, fail:	2057.3	2092.3	2379.55
Length  192/16, alignment 15/15, found:	882.984	907.391	1824.55
Length  192/16, alignment 15/15, fail:	2044.27	2104.48	2347.83
Length  208/16, alignment  0/ 0, found:	900.875	913.906	2006.83
Length  208/16, alignment  0/ 0, fail:	1955.56	2021.48	2587.08
Length  208/16, alignment  0/ 3, found:	900.875	918.781	1998.7
Length  208/16, alignment  0/ 3, fail:	1949.88	2041.02	2584.64
Length  208/16, alignment  0/ 9, found:	909.016	905.766	2011.72
Length  208/16, alignment  0/ 9, fail:	1949.06	2022.3	2586.27
Length  208/16, alignment  0/15, found:	911.453	918.781	1995.45
Length  208/16, alignment  0/15, fail:	1947.42	2033.69	2597.66
Length  208/16, alignment  3/ 0, found:	894.375	907.391	2002.77
Length  208/16, alignment  3/ 0, fail:	2198.89	2239.58	2583.83
Length  208/16, alignment  3/ 3, found:	904.141	911.453	1992.19
Length  208/16, alignment  3/ 3, fail:	2199.7	2246.09	2574.88
Length  208/16, alignment  3/ 9, found:	895.172	907.391	1997.06
Length  208/16, alignment  3/ 9, fail:	2182.61	2232.25	2582.19
Length  208/16, alignment  3/15, found:	904.125	911.453	1989.75
Length  208/16, alignment  3/15, fail:	2198.91	2248.53	2578.12
Length  208/16, alignment  9/ 0, found:	901.703	913.094	2010.09
Length  208/16, alignment  9/ 0, fail:	2368.98	2249.36	2589.52
Length  208/16, alignment  9/ 3, found:	912.266	919.594	2004.39
Length  208/16, alignment  9/ 3, fail:	2189.95	2255.05	2579.77
Length  208/16, alignment  9/ 9, found:	902.516	914.719	1997.89
Length  208/16, alignment  9/ 9, fail:	2189.94	2247.72	2583.83
Length  208/16, alignment  9/15, found:	911.453	919.609	1993.81
Length  208/16, alignment  9/15, fail:	2189.94	2252.61	2569.98
Length  208/16, alignment 15/ 0, found:	897.625	909.016	1995.44
Length  208/16, alignment 15/ 0, fail:	2176.92	2229.83	2576.5
Length  208/16, alignment 15/ 3, found:	905.75	913.906	1992.19
Length  208/16, alignment 15/ 3, fail:	2180.17	2252.61	2567.55
Length  208/16, alignment 15/ 9, found:	899.25	908.203	1993
Length  208/16, alignment 15/ 9, fail:	2196.45	2230.62	2579.75
Length  208/16, alignment 15/15, found:	906.578	915.531	1964.52
Length  208/16, alignment 15/15, fail:	2183.42	2241.2	2539.88
Length  224/16, alignment  0/ 0, found:	918.781	927.734	2152.5
Length  224/16, alignment  0/ 0, fail:	2058.09	2137.86	2783.2
Length  224/16, alignment  0/ 3, found:	926.109	935.062	2146
Length  224/16, alignment  0/ 3, fail:	2071.12	2152.52	2773.44
Length  224/16, alignment  0/ 9, found:	917.156	928.547	2150.89
Length  224/16, alignment  0/ 9, fail:	2059.73	2137.05	2777.5
Length  224/16, alignment  0/15, found:	924.484	933.438	2137.05
Length  224/16, alignment  0/15, fail:	2058.11	2150.06	2762.05
Length  224/16, alignment  3/ 0, found:	911.453	919.594	2146.8
Length  224/16, alignment  3/ 0, fail:	2314.45	2504.06	2775.06
Length  224/16, alignment  3/ 3, found:	912.266	938.312	2132.98
Length  224/16, alignment  3/ 3, fail:	2310.39	2386.89	2766.11
Length  224/16, alignment  3/ 9, found:	918.781	913.094	2140.3
Length  224/16, alignment  3/ 9, fail:	2324.22	2367.36	2770.19
Length  224/16, alignment  3/15, found:	917.156	926.922	2129.72
Length  224/16, alignment  3/15, fail:	2311.2	2379.56	2761.23
Length  224/16, alignment  9/ 0, found:	919.609	920.406	2137.84
Length  224/16, alignment  9/ 0, fail:	2319.34	2375.48	2786.45
Length  224/16, alignment  9/ 3, found:	917.156	943.203	2131.34
Length  224/16, alignment  9/ 3, fail:	2326.66	2391.77	2784.02
Length  224/16, alignment  9/ 9, found:	920.422	930.172	2137.86
Length  224/16, alignment  9/ 9, fail:	2321.78	2376.3	2771.8
Length  224/16, alignment  9/15, found:	918.781	944.016	2133.8
Length  224/16, alignment  9/15, fail:	2320.95	2395.83	2759.61
Length  224/16, alignment 15/ 0, found:	921.219	914.703	2137.86
Length  224/16, alignment 15/ 0, fail:	2313.64	2364.09	2770.98
Length  224/16, alignment 15/ 3, found:	920.406	928.547	2129.72
Length  224/16, alignment 15/ 3, fail:	2307.12	2377.92	2761.23
Length  224/16, alignment 15/ 9, found:	913.094	915.531	2132.98
Length  224/16, alignment 15/ 9, fail:	2315.27	2363.28	2759.61
Length  224/16, alignment 15/15, found:	913.078	936.688	2102.05
Length  224/16, alignment 15/15, fail:	2318.52	2377.11	2732.75
Length  240/16, alignment  0/ 0, found:	941.562	942.375	2290.03
Length  240/16, alignment  0/ 0, fail:	2175.3	2264.81	2961.42
Length  240/16, alignment  0/ 3, found:	939.938	959.469	2281.89
Length  240/16, alignment  0/ 3, fail:	2171.23	2259.94	2950.03
Length  240/16, alignment  0/ 9, found:	941.562	934.25	2286.78
Length  240/16, alignment  0/ 9, fail:	2169.59	2246.09	2963.86
Length  240/16, alignment  0/15, found:	939.938	948.891	2285.97
Length  240/16, alignment  0/15, fail:	2169.59	2258.3	2959.8
Length  240/16, alignment  3/ 0, found:	934.25	927.734	2281.89
Length  240/16, alignment  3/ 0, fail:	2442.22	2502.45	2957.34
Length  240/16, alignment  3/ 3, found:	933.438	942.391	2281.91
Length  240/16, alignment  3/ 3, fail:	2446.3	2517.91	2952.47
Length  240/16, alignment  3/ 9, found:	934.234	928.547	2287.59
