                       	oldstrsep	strsep	simple_strsep
Length   95/19, alignment  3/ 9, found:	499.672	487.469	3790.69
Length   95/19, alignment  3/ 9, fail:	609.531	597.328	7529.3
Length   95/19, alignment  3/15, found:	498.859	486.656	3774.42
Length   95/19, alignment  3/15, fail:	609.531	595.703	7513.03
Length   95/19, alignment  9/ 0, found:	498.047	485.844	3793.94
Length   95/19, alignment  9/ 0, fail:	609.547	596.516	7531.73
Length   95/19, alignment  9/ 3, found:	498.047	485.844	3784.19
Length   95/19, alignment  9/ 3, fail:	808.922	598.141	7525.22
Length   95/19, alignment  9/ 9, found:	498.859	486.656	3789.88
Length   95/19, alignment  9/ 9, fail:	609.531	595.703	7529.3
Length   95/19, alignment  9/15, found:	497.234	486.656	3771.97
Length   95/19, alignment  9/15, fail:	607.906	594.875	7512.2
Length   95/19, alignment 15/ 0, found:	498.859	485.844	3791.5
Length   95/19, alignment 15/ 0, fail:	607.906	595.703	7531.73
Length   95/19, alignment 15/ 3, found:	499.688	485.828	3784.19
Length   95/19, alignment 15/ 3, fail:	608.719	595.703	7525.23
Length   95/19, alignment 15/ 9, found:	499.672	486.656	3788.25
Length   95/19, alignment 15/ 9, fail:	608.734	595.703	7528.48
Length   95/19, alignment 15/15, found:	499.672	487.453	3771.16
Length   95/19, alignment 15/15, fail:	609.531	594.891	7512.2
Length  114/19, alignment  0/ 0, found:	515.953	504.562	4571.94
Length  114/19, alignment  0/ 0, fail:	646.969	632.328	9015.3
Length  114/19, alignment  0/ 3, found:	516.766	506.188	4563.8
Length  114/19, alignment  0/ 3, fail:	646.156	633.953	9006.34
Length  114/19, alignment  0/ 9, found:	517.578	503.75	4570.31
Length  114/19, alignment  0/ 9, fail:	645.344	633.141	9013.67
Length  114/19, alignment  0/15, found:	517.578	505.375	4722.5
Length  114/19, alignment  0/15, fail:	646.172	633.141	8994.95
Length  114/19, alignment  3/ 0, found:	525.719	514.328	4572.77
Length  114/19, alignment  3/ 0, fail:	655.109	640.453	9013.67
Length  114/19, alignment  3/ 3, found:	525.719	514.312	4565.42
Length  114/19, alignment  3/ 3, fail:	654.297	641.281	9007.17
Length  114/19, alignment  3/ 9, found:	526.531	512.688	4570.31
Length  114/19, alignment  3/ 9, fail:	654.297	642.094	9012.86
Length  114/19, alignment  3/15, found:	526.531	513.516	4554.03
Length  114/19, alignment  3/15, fail:	655.109	641.266	8994.95
Length  114/19, alignment  9/ 0, found:	517.578	505.359	4572.75
Length  114/19, alignment  9/ 0, fail:	644.531	632.328	9014.48
Length  114/19, alignment  9/ 3, found:	515.953	505.375	4565.42
Length  114/19, alignment  9/ 3, fail:	645.344	633.141	9007.17
Length  114/19, alignment  9/ 9, found:	516.766	506.188	4569.5
Length  114/19, alignment  9/ 9, fail:	646.172	634.766	9012.05
Length  114/19, alignment  9/15, found:	517.578	505.359	4554.03
Length  114/19, alignment  9/15, fail:	646.156	632.312	8995.77
Length  114/19, alignment 15/ 0, found:	527.344	514.312	4573.56
Length  114/19, alignment 15/ 0, fail:	655.109	642.094	9013.67
Length  114/19, alignment 15/ 3, found:	524.906	513.5	4564.62
Length  114/19, alignment 15/ 3, fail:	655.109	642.906	9007.17
Length  114/19, alignment 15/ 9, found:	524.891	515.141	4570.31
Length  114/19, alignment 15/ 9, fail:	655.125	641.281	9012.05
Length  114/19, alignment 15/15, found:	526.531	514.328	4552.42
Length  114/19, alignment 15/15, fail:	654.297	642.078	8993.33
Length  133/19, alignment  0/ 0, found:	535.469	524.078	5272.62
Length  133/19, alignment  0/ 0, fail:	691.734	677.891	10498.9
Length  133/19, alignment  0/ 3, found:	534.672	523.281	5264.5
Length  133/19, alignment  0/ 3, fail:	690.906	678.719	10490.7
Length  133/19, alignment  0/ 9, found:	534.656	524.078	5270.19
Length  133/19, alignment  0/ 9, fail:	690.906	678.703	10495.6
Length  133/19, alignment  0/15, found:	534.672	524.891	5256.34
Length  133/19, alignment  0/15, fail:	690.906	679.531	10478.5
Length  133/19, alignment  3/ 0, found:	544.422	532.219	5437.02
Length  133/19, alignment  3/ 0, fail:	703.125	687.656	10498
Length  133/19, alignment  3/ 3, found:	544.422	533.859	5263.67
Length  133/19, alignment  3/ 3, fail:	700.688	688.469	10489.1
Length  133/19, alignment  3/ 9, found:	544.438	533.047	5268.56
Length  133/19, alignment  3/ 9, fail:	700.688	687.672	10494.8
Length  133/19, alignment  3/15, found:	543.609	532.219	5256.36
Length  133/19, alignment  3/15, fail:	701.484	686.859	10476.1
Length  133/19, alignment  9/ 0, found:	533.859	524.078	5271
Length  133/19, alignment  9/ 0, fail:	690.109	677.891	10498
Length  133/19, alignment  9/ 3, found:	534.672	523.266	5263.67
Length  133/19, alignment  9/ 3, fail:	691.734	678.703	10489.9
Length  133/19, alignment  9/ 9, found:	534.656	523.281	5268.56
Length  133/19, alignment  9/ 9, fail:	691.734	677.906	10494.8
Length  133/19, alignment  9/15, found:	535.484	522.469	5254.72
Length  133/19, alignment  9/15, fail:	692.547	678.703	10476.1
Length  133/19, alignment 15/ 0, found:	543.625	532.219	5354.81
Length  133/19, alignment 15/ 0, fail:	702.312	688.484	10498
Length  133/19, alignment 15/ 3, found:	543.609	533.047	5262.86
Length  133/19, alignment 15/ 3, fail:	701.5	687.656	10489.9
Length  133/19, alignment 15/ 9, found:	543.609	533.047	5270.19
Length  133/19, alignment 15/ 9, fail:	700.688	687.672	10495.6
Length  133/19, alignment 15/15, found:	544.438	532.234	5254.72
Length  133/19, alignment 15/15, fail:	700.688	688.469	10477.7
Length   80/20, alignment  0/ 0, found:	480.141	472	3378.09
Length   80/20, alignment  0/ 0, fail:	577.797	562.344	6629.23
Length   80/20, alignment  0/ 3, found:	480.141	471.203	3371.58
Length   80/20, alignment  0/ 3, fail:	576.172	563.141	6621.09
Length   80/20, alignment  0/ 9, found:	484.203	472	3376.47
Length   80/20, alignment  0/ 9, fail:	576.984	564.781	6625.98
Length   80/20, alignment  0/15, found:	484.203	472	3359.38
Length   80/20, alignment  0/15, fail:	576.172	563.969	6608.08
Length   80/20, alignment  3/ 0, found:	480.953	472.828	3379.72
Length   80/20, alignment  3/ 0, fail:	575.344	563.969	6628.42
Length   80/20, alignment  3/ 3, found:	481.766	469.562	3371.58
Length   80/20, alignment  3/ 3, fail:	576.172	564.781	7022.3
Length   80/20, alignment  3/ 9, found:	485.844	472.016	3377.28
Length   80/20, alignment  3/ 9, fail:	576.172	563.969	6624.34
Length   80/20, alignment  3/15, found:	484.219	472	3360.19
Length   80/20, alignment  3/15, fail:	577.797	562.344	6608.08
Length   80/20, alignment  9/ 0, found:	485.844	471.203	3378.91
Length   80/20, alignment  9/ 0, fail:	576.172	563.953	6627.61
Length   80/20, alignment  9/ 3, found:	482.594	472.828	3371.58
Length   80/20, alignment  9/ 3, fail:	578.625	563.156	6621.91
Length   80/20, alignment  9/ 9, found:	484.203	472.812	3375.66
Length   80/20, alignment  9/ 9, fail:	576.984	563.953	6625.97
Length   80/20, alignment  9/15, found:	484.219	472.016	3360.19
Length   80/20, alignment  9/15, fail:	576.984	563.953	6607.27
Length   80/20, alignment 15/ 0, found:	485.031	472.016	3378.09
Length   80/20, alignment 15/ 0, fail:	577.797	563.969	6628.42
Length   80/20, alignment 15/ 3, found:	482.594	468.75	3372.39
Length   80/20, alignment 15/ 3, fail:	576.984	563.953	6621.09
Length   80/20, alignment 15/ 9, found:	480.953	469.562	3376.47
Length   80/20, alignment 15/ 9, fail:	577	563.156	6625.16
Length   80/20, alignment 15/15, found:	484.203	472	3360.19
Length   80/20, alignment 15/15, fail:	576.172	563.969	6608.89
Length  100/20, alignment  0/ 0, found:	502.125	490.719	4192.7
Length  100/20, alignment  0/ 0, fail:	623.359	608.734	8426.11
Length  100/20, alignment  0/ 3, found:	504.562	491.531	4185.38
Length  100/20, alignment  0/ 3, fail:	623.375	608.719	8248.69
Length  100/20, alignment  0/ 9, found:	502.938	492.344	4191.09
Length  100/20, alignment  0/ 9, fail:	622.562	609.547	8252.77
Length  100/20, alignment  0/15, found:	502.938	492.359	4171.56
Length  100/20, alignment  0/15, fail:	621.734	609.531	8235.67
Length  100/20, alignment  3/ 0, found:	512.703	500.484	4193.53
Length  100/20, alignment  3/ 0, fail:	621.734	609.531	8255.2
Length  100/20, alignment  3/ 3, found:	511.875	500.484	4184.58
Length  100/20, alignment  3/ 3, fail:	621.75	608.719	8248.7
Length  100/20, alignment  3/ 9, found:	511.891	500.5	4191.08
Length  100/20, alignment  3/ 9, fail:	623.375	609.531	8253.58
Length  100/20, alignment  3/15, found:	513.516	499.672	4173.98
Length  100/20, alignment  3/15, fail:	621.75	609.531	8237.31
Length  100/20, alignment  9/ 0, found:	502.125	491.531	4194.33
Length  100/20, alignment  9/ 0, fail:	620.922	609.547	8256.84
Length  100/20, alignment  9/ 3, found:	502.109	491.547	4186.2
Length  100/20, alignment  9/ 3, fail:	621.734	608.734	8247.89
Length  100/20, alignment  9/ 9, found:	502.922	490.719	4361.97
Length  100/20, alignment  9/ 9, fail:	622.562	609.531	8252.77
Length  100/20, alignment  9/15, found:	502.125	490.719	4174
Length  100/20, alignment  9/15, fail:	622.547	609.547	8234.88
Length  100/20, alignment 15/ 0, found:	512.688	500.5	4193.52
Length  100/20, alignment 15/ 0, fail:	622.547	608.734	8255.22
Length  100/20, alignment 15/ 3, found:	512.703	499.688	4185.39
Length  100/20, alignment 15/ 3, fail:	621.75	608.719	8248.7
Length  100/20, alignment 15/ 9, found:	511.891	499.688	4190.27
Length  100/20, alignment 15/ 9, fail:	622.562	609.531	8253.58
Length  100/20, alignment 15/15, found:	512.688	500.5	4173.17
Length  100/20, alignment 15/15, fail:	622.562	610.344	8235.67
Length  120/20, alignment  0/ 0, found:	531.422	519.203	5006.52
Length  120/20, alignment  0/ 0, fail:	667.312	654.297	9874.67
Length  120/20, alignment  0/ 3, found:	530.594	519.203	4998.38
Length  120/20, alignment  0/ 3, fail:	668.953	655.109	9864.92
Length  120/20, alignment  0/ 9, found:	530.609	518.391	5004.08
Length  120/20, alignment  0/ 9, fail:	668.125	655.109	9871.41
Length  120/20, alignment  0/15, found:	529.781	517.578	5153.8
Length  120/20, alignment  0/15, fail:	668.125	655.922	9864.91
Length  120/20, alignment  3/ 0, found:	531.422	519.203	5007.33
Length  120/20, alignment  3/ 0, fail:	668.938	655.922	9873.05
Length  120/20, alignment  3/ 3, found:	530.594	518.406	5000
Length  120/20, alignment  3/ 3, fail:	668.141	655.109	9866.53
Length  120/20, alignment  3/ 9, found:	530.594	519.203	5004.88
Length  120/20, alignment  3/ 9, fail:	668.938	655.109	9871.41
Length  120/20, alignment  3/15, found:	528.969	519.219	4985.36
Length  120/20, alignment  3/15, fail:	668.953	655.109	9862.47
Length  120/20, alignment  9/ 0, found:	529.781	517.578	5007.31
Length  120/20, alignment  9/ 0, fail:	667.312	654.297	9873.86
Length  120/20, alignment  9/ 3, found:	529.781	516.766	4999.19
Length  120/20, alignment  9/ 3, fail:	668.953	655.109	9864.91
Length  120/20, alignment  9/ 9, found:	530.609	518.391	5004.06
Length  120/20, alignment  9/ 9, fail:	668.953	655.125	9869.8
Length  120/20, alignment  9/15, found:	529.781	518.391	4987.8
Length  120/20, alignment  9/15, fail:	668.141	822.75	9860.84
Length  120/20, alignment 15/ 0, found:	530.609	518.406	5006.52
Length  120/20, alignment 15/ 0, fail:	668.125	656.734	9873.86
Length  120/20, alignment 15/ 3, found:	529.781	518.391	4998.38
Length  120/20, alignment 15/ 3, fail:	668.141	655.109	9865.72
Length  120/20, alignment 15/ 9, found:	529.781	518.391	5004.06
Length  120/20, alignment 15/ 9, fail:	667.312	655.938	9868.98
Length  120/20, alignment 15/15, found:	530.594	520.016	4987.78
Length  120/20, alignment 15/15, fail:	668.141	655.922	9864.09
Length  140/20, alignment  0/ 0, found:	549.328	535.484	5820.31
Length  140/20, alignment  0/ 0, fail:	712.891	700.688	11510.4
Length  140/20, alignment  0/ 3, found:	548.5	537.109	5812.17
Length  140/20, alignment  0/ 3, fail:	712.891	701.5	11503.1
Length  140/20, alignment  0/ 9, found:	548.5	536.297	5816.23
Length  140/20, alignment  0/ 9, fail:	713.703	701.5	11508
Length  140/20, alignment  0/15, found:	548.5	537.922	5967.61
Length  140/20, alignment  0/15, fail:	715.328	702.312	11488.5
Length  140/20, alignment  3/ 0, found:	558.266	546.875	5820.31
Length  140/20, alignment  3/ 0, fail:	714.531	700.688	11509.6
Length  140/20, alignment  3/ 3, found:	556.641	546.047	5812.17
Length  140/20, alignment  3/ 3, fail:	714.516	702.312	11502.3
Length  140/20, alignment  3/ 9, found:	557.453	546.062	5817.06
Length  140/20, alignment  3/ 9, fail:	715.344	701.5	11508
Length  140/20, alignment  3/15, found:	558.266	546.062	5799.16
Length  140/20, alignment  3/15, fail:	715.344	702.312	11490.9
Length  140/20, alignment  9/ 0, found:	548.5	537.922	5821.12
Length  140/20, alignment  9/ 0, fail:	712.891	702.312	11511.2
Length  140/20, alignment  9/ 3, found:	548.5	537.109	5812.17
Length  140/20, alignment  9/ 3, fail:	713.703	701.5	11502.3
Length  140/20, alignment  9/ 9, found:	547.688	537.922	5817.88
Length  140/20, alignment  9/ 9, fail:	714.516	701.5	11509.6
Length  140/20, alignment  9/15, found:	550.141	537.922	5799.97
Length  140/20, alignment  9/15, fail:	714.516	700.688	11490.1
Length  140/20, alignment 15/ 0, found:	557.453	546.062	5820.31
Length  140/20, alignment 15/ 0, fail:	714.516	700.688	11510.4
Length  140/20, alignment 15/ 3, found:	556.641	546.062	5812.98
Length  140/20, alignment 15/ 3, fail:	712.891	701.484	11503.1
Length  140/20, alignment 15/ 9, found:	557.453	546.875	5819.5
Length  140/20, alignment 15/ 9, fail:	714.516	700.688	11508
Length  140/20, alignment 15/15, found:	557.453	545.25	5799.97
Length  140/20, alignment 15/15, fail:	713.703	699.875	11490.9
Length   84/21, alignment  0/ 0, found:	485.844	477.703	3681.64
Length   84/21, alignment  0/ 0, fail:	590.828	577.812	7233.08
Length   84/21, alignment  0/ 3, found:	484.219	473.625	3678.39
Length   84/21, alignment  0/ 3, fail:	590.828	577	7229.81
Length   84/21, alignment  0/ 9, found:	486.656	473.625	3680.02
Length   84/21, alignment  0/ 9, fail:	589.203	877.281	7233.06
Length   84/21, alignment  0/15, found:	488.281	477.703	3661.3
Length   84/21, alignment  0/15, fail:	590	577.797	7214.34
Length   84/21, alignment  3/ 0, found:	497.234	485.844	3681.64
Length   84/21, alignment  3/ 0, fail:	589.188	576.172	7233.89
Length   84/21, alignment  3/ 3, found:	497.234	485.031	3677.58
Length   84/21, alignment  3/ 3, fail:	590.016	576.172	7230.64
Length   84/21, alignment  3/ 9, found:	498.047	484.203	3680.02
Length   84/21, alignment  3/ 9, fail:	590.016	577.797	7230.62
Length   84/21, alignment  3/15, found:	496.422	485.844	3662.11
Length   84/21, alignment  3/15, fail:	588.375	577.797	7213.53
Length   84/21, alignment  9/ 0, found:	486.656	474.438	3682.45
Length   84/21, alignment  9/ 0, fail:	590.016	576.984	7234.7
Length   84/21, alignment  9/ 3, found:	485.016	476.891	3678.38
Length   84/21, alignment  9/ 3, fail:	591.625	576.984	7230.64
Length   84/21, alignment  9/ 9, found:	487.469	477.688	3677.58
Length   84/21, alignment  9/ 9, fail:	589.203	576.172	7231.44
Length   84/21, alignment  9/15, found:	488.281	477.703	3662.11
Length   84/21, alignment  9/15, fail:	590	576.172	7214.36
Length   84/21, alignment 15/ 0, found:	497.234	485.828	3681.64
Length   84/21, alignment 15/ 0, fail:	590.812	576.984	7408.84
Length   84/21, alignment 15/ 3, found:	498.047	486.656	3678.38
Length   84/21, alignment 15/ 3, fail:	590.812	576.984	7229.81
Length   84/21, alignment 15/ 9, found:	498.047	485.844	3678.39
Length   84/21, alignment 15/ 9, fail:	590.016	576.172	7231.44
Length   84/21, alignment 15/15, found:	497.234	485.828	3661.28
Length   84/21, alignment 15/15, fail:	589.188	576.984	7213.55
Length  105/21, alignment  0/ 0, found:	515.141	504.562	4528.81
Length  105/21, alignment  0/ 0, fail:	635.578	623.375	9012.05
Length  105/21, alignment  0/ 3, found:	516.766	503.75	4524.73
Length  105/21, alignment  0/ 3, fail:	635.578	623.359	9008.78
Length  105/21, alignment  0/ 9, found:	515.953	503.734	4524.73
Length  105/21, alignment  0/ 9, fail:	636.391	622.562	9008.78
Length  105/21, alignment  0/15, found:	515.125	505.375	4509.27
Length  105/21, alignment  0/15, fail:	636.391	623.375	8992.52
Length  105/21, alignment  3/ 0, found:	514.312	504.562	4529.62
Length  105/21, alignment  3/ 0, fail:	646.156	632.328	9012.86
Length  105/21, alignment  3/ 3, found:	515.141	505.359	4525.56
Length  105/21, alignment  3/ 3, fail:	645.344	632.328	9009.61
Length  105/21, alignment  3/ 9, found:	516.766	504.562	4657.39
Length  105/21, alignment  3/ 9, fail:	646.156	631.516	9010.41
Length  105/21, alignment  3/15, found:	515.141	504.562	4508.47
Length  105/21, alignment  3/15, fail:	645.344	633.141	8992.52
Length  105/21, alignment  9/ 0, found:	517.578	505.375	4529.62
Length  105/21, alignment  9/ 0, fail:	634.766	623.375	9013.67
Length  105/21, alignment  9/ 3, found:	516.766	504.562	4525.56
Length  105/21, alignment  9/ 3, fail:	635.578	621.734	9008.8
Length  105/21, alignment  9/ 9, found:	515.953	504.562	4525.55
Length  105/21, alignment  9/ 9, fail:	636.406	623.375	9009.59
Length  105/21, alignment  9/15, found:	515.953	503.734	4508.47
Length  105/21, alignment  9/15, fail:	635.578	621.75	8992.52
Length  105/21, alignment 15/ 0, found:	515.938	503.75	4528.81
Length  105/21, alignment 15/ 0, fail:	644.531	632.328	9012.86
Length  105/21, alignment 15/ 3, found:	515.141	504.562	4525.56
Length  105/21, alignment 15/ 3, fail:	644.531	631.516	9009.61
Length  105/21, alignment 15/ 9, found:	515.953	504.562	4526.38
Length  105/21, alignment 15/ 9, fail:	644.531	632.328	9010.42
Length  105/21, alignment 15/15, found:	515.141	504.562	4694.83
Length  105/21, alignment 15/15, fail:	646.172	632.328	8990.88
Length  126/21, alignment  0/ 0, found:	533.859	522.453	5461.42
Length  126/21, alignment  0/ 0, fail:	680.344	669.75	10790.2
Length  126/21, alignment  0/ 3, found:	535.484	521.641	5457.34
Length  126/21, alignment  0/ 3, fail:	680.328	667.312	10787.8
Length  126/21, alignment  0/ 9, found:	534.672	522.469	5458.17
Length  126/21, alignment  0/ 9, fail:	681.156	668.141	10788.6
Length  126/21, alignment  0/15, found:	533.859	522.453	5441.08
Length  126/21, alignment  0/15, fail:	681.969	668.938	10770.7
Length  126/21, alignment  3/ 0, found:	544.422	531.422	5460.62
Length  126/21, alignment  3/ 0, fail:	690.109	677.891	10790.2
Length  126/21, alignment  3/ 3, found:	542.812	533.047	5457.36
Length  126/21, alignment  3/ 3, fail:	690.922	677.078	10788.6
Length  126/21, alignment  3/ 9, found:	541.984	532.234	5458.17
